id,director,actors,return
236751,Robert Carl Cohen,"Margaretta Ramsey, Dale Davis, Theodore Charach",8.44
42697,Michael Curtiz,"Dorothy Mackaill, Frank Fay, Noah Beery",0.0
166621,,,0.0
84465,Pedro Pablo Ibarra,"Jaime Camil, Omar Chaparro, Laura Ramsey",0.0
219553,Shinya Tsukamoto,"Shinya Tsukamoto, Kirina Mano, Tatsuya Nakamura",0.0
25951,Nick Cassavetes,"Cameron Diaz, Leslie Mann, Kate Upton",0.0
193610,Michael Tiddes,"Marlon Wayans, Jaime Pressly, Essence Atkins",4.92
184345,Jane Cusumano,"Chad Allen, Polly Cole, Gretchen German",0.0
242203,"Darrell Rooney, Lynne Southerland","Ming-Na Wen, BD Wong, Mark Moseley",0.0
12242,George Sidney,"Esther Williams, George Sanders, William Demarest",0.0
113743,Jin Shan,,0.0
258369,"Zak Bagans, Nick Groff","Zak Bagans, Nick Groff, Aaron Goodwin",0.0
29721,"Tim Coleman, Boris Zubov, James Fox",,0.0
93122,Roger Michell,"Jim Broadbent, Lindsay Duncan, Jeff Goldblum",0.0
209350,Tomoyuki Takimoto,"Shota Matsuda, Takashi Tsukamoto, Riko Narumi",0.0
19063,Charles Walters,"Leslie Caron, Michael Wilding, Keenan Wynn",0.0
139799,Neto Villalobos,"Marvin Acosta, Allan Cascante, Sylvia Sossa",0.0
215656,Mark Waters,"Zoey Deutch, Lucy Fry, Danila Kozlovsky",0.0
203739,Gustavo Lipsztein,"Henry Thomas, Dominique Swain, Scott Bairstow",0.0
127016,Jeremy Leven,"Vincenzo Amato, Nora Tschirner, Louise Monot",0.0
199341,Jerry Lewis,"Jerry Lewis, Jan Murray, John Wood",0.0
123961,William Wyler,"Yaphet Kotto, Lee J. Cobb, Anthony Zerbe",0.0
95556,Arthur Sinclair,"Corin Nemec, Dee Wallace, Lisa McAllister",0.0
221737,Camille Delamarre,"Paul Walker, David Belle, RZA",0.0
254473,Atom Egoyan,"Reese Witherspoon, Colin Firth, Mireille Enos",2.46
152792,Busby Berkeley,"Joe E. Brown, Ann Dvorak, Patricia Ellis",0.0
112083,Gerald Mayer,"Dorothy Dandridge, Philip Hepburn, Harry Belafonte",0.0
89547,Roy Del Ruth,"Robert Taylor, Eleanor Powell, George Murphy",0.0
43857,Roy Del Ruth,"George Murphy, Ginny Simms, Charles Winninger",0.0
80918,Robert Z. Leonard,"Jeanette MacDonald, Lew Ayres, Ian Hunter",0.0
130398,Michael Apted,"Teri Garr, Peter Weller, Christopher Collet",0.0
54752,Victor Salva,"Lance Henriksen, Eric Roberts, Brion James",0.0
85564,Frank Laughlin,"Tom Laughlin, Ron O'Neal, Lincoln Kilpatrick",0.0
95555,Faruk Aksoy,"Devrim Evin, Ibrahim Celikkol, Dilek Serbest",0.0
89584,Kim Mordaunt,"Sitthiphon Disamoe, Loungnam Kaosainam, Thep Phongam",0.0
168742,Felix Herngren,"Robert Gustafsson, Iwar Wiklander, David Wiberg",0.0
145247,Steven Knight,"Tom Hardy, Ruth Wilson, Andrew Scott",0.0
210479,Tokuzô Tanaka,"Raizô Ichikawa, Ayako Wakao, Saburo Date",2.32
159403,John Glen,"Christopher Lambert, Vincent Regan, Cal Macaninch",0.0
46943,Michael Mayer,Tynan DeLong,0.0
252143,Jordan Galland,"Kris Lemche, Brooke Nevin, Joey Kern",0.0
126442,Paco Cabezas,"Nicolas Cage, Aubrey Peeples, Rachel Nichols",0.0
242310,Edwin L. Marin,"Reginald Owen, Anna May Wong, Alan Mowbray",0.0
38585,George Nichols Jr.,"Anne Shirley, Tom Brown, O.P. Heggie",0.0
43901,Irving Pichel,"Stuart Erwin, Dorothy Wilson, Warner Oland",0.0
180624,William A. Seiter,"Randolph Scott, Gypsy Rose Lee, Dinah Shore",0.0
44323,Penny Panayotopoulou,"Kora Karvouni, Maria Skoula, Nikos Diamandis",0.0
211059,Giorgos Georgopoulos,"Prometheus Aleifer, Marilena Savvakou, Lida Sivissidi",0.0
300940,Virpi Suutari,,0.0
293444,Paul W.S. Anderson,"Kit Harington, Carrie-Anne Moss, Emily Browning",0.0
76649,"Géraldine Nakache, Hervé Mimran","Leïla Bekhti, Géraldine Nakache, Audrey Lamy",0.91
44269,Valérie Lemercier,"Valérie Lemercier, Gilles Lellouche, Marina Foïs",0.0
225564,Jim Cliffe,"Danny Glover, Natasha Calis, Bruce Greenwood",0.0
137217,James Cullen Bressack,"Trae Ireland, Erin Coker, Calico Cooper",0.0
226269,Joseph J. Lawson,"Treat Williams, Ronny Cox, Jillian Rose Reed",0.0
192813,Ben Wright,Slavoj Žižek,0.0
69054,"Teruo Ishii, Akira Miwa, Nagayoshi Akasaka","Ken Utsui, Sachihiro Ohsawa, Junko Ikeuchi",0.0
22701,Ted V. Mikels,"Sherri Vernon, Dixie Lauren, Sally Alice Gamble",0.0
141643,Joe Menendez,"Kelly Stables, Julie Gonzalo, Bruce Davison",0.0
137475,Vincent Sherman,"Efrem Zimbalist, Jr., Angie Dickinson, Jack Kelly",0.0
119593,John Murlowski,"Andrea Roth, Nicholas Brendon, Elisa Donovan",0.0
51848,Michael Feifer,"Shantel VanSanten, Rob Mayes, Nikki DeLoach",0.0
236417,Brett Donowho,"Steve Bacic, Tara Westwood, Tadhg Kelly",0.0
197919,Roy Del Ruth,"Constance Bennett, Erich von Stroheim, Anthony Bushell",0.0
120837,"Tao Lin, Megan Boyle","Tao Lin, Megan Boyle",0.0
245909,Sidney J. Furie,"Robert Redford, Michael J. Pollard, Lauren Hutton",0.0
44721,Ivan Passer,"Cybill Shepherd, Michael Caine, Martin Balsam",0.0
61642,Richard C. Sarafian,"Burt Reynolds, Sarah Miles, Lee J. Cobb",0.0
42472,Jan Troell,"Antti Reini, Maria Heiskanen, Berto Marklund",0.0
71721,Nicholas Stoller,"Seth Rogen, Zac Efron, Rose Byrne",0.0
195589,Fredrik Edfeldt,"Blanca Engström, Shanti Roney, Annika Hallin",14.9
33091,Richard C. Sarafian,"Richard Harris, John Huston, Henry Wilcoxon",0.0
46845,Jan Hryniak,"Piotr Adamczyk, Karolina Gruszka, Andrzej Chyra",0.0
49588,Peter Watkins,"Arthur Pentelow, Frederick Danner, Hans Bendrik",0.0
54919,Med Hondo,"Robert Liensol, Theo Legitimus, Gabriel Glissant",0.0
195841,"Charles Eames, Ray Eames",Philip Morrison,0.0
53223,Matt Orlando,"Mischa Barton, Devon Sawa, Michael Clarke Duncan",0.0
177552,"Richard Rich, Steve Moore","Ben Diskin, Marieve Herington, Liza West",0.0
227425,Richard Rich,"Dee Dee Greene, Lindsay Torrance, Mella Leigh",0.0
258096,Giorgio Serafini,"Dolph Lundgren, Vinnie Jones, Randy Couture",0.0
216541,Ryan Lee Driscoll,"Jonathan Hansler, Andrea Gordon, Nicola Posener",0.0
112287,Alexandra Lescaze,,0.0
201360,Samantha Grant,,0.0
258476,,"Henry Kissinger, George W. Bush, Norman Mailer",0.0
272525,Ovidio G. Assonitis,"John Huston, Shelley Winters, Bo Hopkins",0.0
49158,Frank Pavich,"Alejandro Jodorowsky, Michel Seydoux, H.R. Giger",4.0
191720,Keith Allen,,0.0
110958,Marc Clebanoff,"Danny Trejo, Kinga Philipps, Frank Krueger",0.0
259879,Kat Coiro,"Justin Long, Evan Rachel Wood, Keir O'Donnell",0.0
174316,Kazuo Mori,"Shintarô Katsu, Mieko Kondo, Tôru Abe",0.0
52531,Amma Asante,"Gugu Mbatha-Raw, Tom Wilkinson, Miranda Richardson",0.0
205601,James Gray,"Marion Cotillard, Jeremy Renner, Joaquin Phoenix",1.51
152599,Vassiliki Khonsari,Travis Bagent,0.37
39785,Neeraj Pandey,"Anupam Kher, Naseeruddin Shah, Jimmy Shergill",0.0
19703,Ferdinando Baldi,"Tony Anthony, Ringo Starr, Lloyd Battista",2.5
30648,Henrik Ruben Genz,"James Franco, Kate Hudson, Anna Friel",0.0
262338,William Witney,"Roy Rogers, George 'Gabby' Hayes, Dale Evans",0.0
53144,Art Linson,"Chris Penn, Ilan Mitchell-Smith, Eric Stoltz",0.0
38980,David Wnendt,"Alina Levshin, Jella Haase, Sayed Ahmad",0.0
82529,David Mackenzie,"Luke Treadaway, Natalia Tena, Mathew Baynton",0.0
94478,Irving Reis,"Pat O’Brien, Claire Trevor, Herbert Marshall",0.0
26166,Sebastián Silva,"Michael Cera, Juno Temple, Emily Browning",0.0
139519,Amat Escalante,"Armando Espitia, Andrea Vergara, Linda Gonzalez",0.0
186935,Sean Donnelly,"Jeff Turner, Kelly McCormick, Tiffany",0.0
56967,James Caan,"James Caan, Jill Eikenberry, Robert Viharo",0.0
48949,Stephen Herek,"Chris Carmack, Laura Vandervoort, Audrina Patridge",0.0
16931,Thaddeus O'Sullivan,"Brendan Gleeson, Iain Glen, James D'Arcy",0.0
36465,"Teruo Ishii, Akira Miwa, Nagayoshi Akasaka","Ken Utsui, Junko Ikeuchi, Shôji Nakayama",0.0
38281,Benny Chan,"Aaron Kwok, Shu Qi, Wu Jing",0.0
44263,"Jon Erwin, Andrew Erwin","Sarah Drew, Sean Astin, Patricia Heaton",0.0
252680,Sam Fischer	,"Jonathan Bennett, James Cromwell, Jackson Bond",2.09
105945,Matías Piñeiro,"Alberto Ajaka, Esteban Bigliardi, Elisa Carricajo",0.0
128237,Satyajit Ray,"Soumitra Chatterjee, Dhritiman Chatterjee, Dipankar Dey",0.0
197562,Rainer Werner Fassbinder,"Harry Baer, Hanna Schygulla, Margarethe von Trotta",0.0
10244,Carl Theodor Dreyer,"Johannes Meyer, Astrid Holm, Karin Nellemose",0.0
55589,"Fred Zinnemann, Emilio Gómez Muriel","Silvio Hernández, David Valle González, Rafael Hinojosa",0.0
195522,Kenji Misumi,"Shintarô Katsu, Yoshiko Mita, Makoto Satô",0.0
54281,Jack Starrett,"Timothy Bottoms, Susan George, Bo Hopkins",0.0
199715,Luc Besson,"Scarlett Johansson, Morgan Freeman, Choi Min-sik",0.0
240832,Bryan Singer,"Hugh Jackman, James McAvoy, Michael Fassbender",3.16
127585,Gareth Edwards,"Aaron Taylor-Johnson, Ken Watanabe, Elizabeth Olsen",2.99
124905,Sam Wood,"Joan Crawford, Robert Armstrong, Marie Prevost",3.31
179818,Hajrudin Krvavac,"Velimir „Bata“ Živojinović, Rade Marković, ​Ljubiša Samardžić",0.0
90617,Eduardo Sánchez,"Gretchen Lodge, Johnny Lewis, Alexandra Holden",0.0
74505,Steven Brill,"Elizabeth Banks, James Marsden, Gillian Jacobs",0.0
187596,Daniel Farrands,"Corey Feldman, Robert Englund, Kane Hodder",0.0
222724,,"Ed Stoppard, Daniel Audetto, Alastair Caldwell",0.0
223971,Jeremy Saulnier,"Macon Blair, Devin Ratray, Amy Hargreaves",0.0
188166,Gia Coppola,"Emma Roberts, Jack Kilmer, Nat Wolff",0.0
192132,John Stockwell,"Jonathan Daniel Brown, Kenny Wormald, Ron Perlman",0.0
212231,Satyajit Ray,"Soumitra Chatterjee, Victor Banerjee, Swatilekha Sengupta",0.0
42092,Satyajit Ray,"Utpal Dutt, Dipankar Dey, Mamata Shankar",0.0
41781,Ahmed El Maanouni,"Nass-El Ghiwane, Larbi Batma, Larbi Batma",0.0
215407,Jacques Demy,"Dominique Sanda, Richard Berry, Michel Piccoli",0.0
4269,Kimiyoshi Yasuda,"Shintarô Katsu, Kayo Mikimoto, Kyôsuke Machida",0.0
54280,Kazuo Mori,"Shintarô Katsu, Rentarô Mikuni, Hisaya Morishige",0.0
54284,Jay Chapman,Jim Gaffigan,0.0
263111,Dan St. Pierre,"Lea Michele, Dan Aykroyd, Patrick Stewart",0.0
59981,Malcolm Clarke,"Alice Herz Sommer, Zdenka Fantlova, Anita Lasker-Wallfisch",0.27
249724,Jon Favreau,"Jon Favreau, Sofía Vergara, Emjay Anthony",0.0
212778,Ted V. Mikels,"Michael Ansara, Francine York, Anthony Eisley",4.18
94752,Chu Yen-ping,"Jay Chou, Lin Chi-Ling, Chen Dao-Ming",0.0
37848,Richard Laxton,"Dominic West, Helena Bonham Carter, Sarah Hadland",0.0
209091,Patrick Viersen Brown,,0.0
256922,Sidney Lumet,"Maggie Gyllenhaal, Glenn Close, Dean Winters",0.0
41847,John Brahm,"George Montgomery, Nancy Guild, Florence Bates",0.0
1840,Roberto Rossellini,"Pierre Arditi, Rita Forzano, Giuseppe Addobbati",0.0
49634,Agnieszka Holland,"Zoe Saldana, Patrick J. Adams, Carole Bouquet",0.0
267795,Jon Hall,"Jon Hall, Sue Casey, Walker Edmiston",0.0
69780,Alfred E. Green,"Phil Silvers, Judy Lynne, Danny Scholl",0.0
91456,Joona Tena,"Krista Kosonen, Peter Franzén, Kai Lehtinen",0.0
89670,Takashi Miike,"Hideaki Ito, Takayuki Yamada, Takehiro Hira",0.0
120852,Shintarô Katsu,"Shintarô Katsu, Kiwako Taichi, Kyoko Yoshizawa",0.0
54306,Nat Hiken,"Don Knotts, Anne Francis, Edmond O'Brien",0.0
40721,Jack Webb,"Robert Mitchum, Jack Webb, Martha Hyer",0.0
96912,Joe Swanberg,"Adam Wingard, Simon Barrett, Caroline White",0.0
205225,Kimiyoshi Yasuda,"Shintarô Katsu, Yukiyo Toake, Eiji Okada",0.0
54307,Carlos Marques-Marcet,"Natalia Tena, David Verdaguer",0.0
253251,Delmer Daves,"David Niven, Jane Wyman, Victor Moore",0.0
179085,Ryan Murphy,"Mark Ruffalo, Jim Parsons, Matt Bomer",0.0
113833,Jack Gold,"Peter O'Toole, Richard Roundtree, Peter Cellier",0.0
91471,"Teruo Ishii, Akira Miwa, Nagayoshi Akasaka","Ken Utsui, Sachihiro Ohsawa, Junko Ikeuchi",0.0
113154,John Pilger,"John Pilger, Jon Altman, Pat Anderson",0.0
238006,,,0.0
391166,,,0.0
182848,"Derek Lee, Clif Prowse","Baya Rehaz, Derek Lee, Clif Prowse",0.0
210947,"James Franco, Travis Mathews","James Franco, Val Lauren, Christian Patrick",0.38
158936,Darin Scott,"Alessandra Torresani, Morgan Fairchild, Salina Duplessis",0.0
138544,David Andalman,"Tyler Ross, Shareeka Epps, Georgia Ford",0.0
158864,Derek Cole,"Stephen Twardokus, Liesel Kopp, Jon Gale",0.0
214990,Peter Hyams,"Pamela Sue Martin, Parker Stevenson, Betsy Slade",0.0
174162,Juan López Moctezuma,"Claudio Brook, Arthur Hansel, Ellen Sherman",0.0
95551,George Schaefer,"Steve McQueen, Charles Durning, Bibi Andersson",0.0
121890,Erik Skjoldbjærg,,0.0
55335,David Hare,"Bill Nighy, Christopher Walken, Winona Ryder",0.0
260202,David Hare,"Bill Nighy, Helena Bonham Carter, Ralph Fiennes",0.0
260339,Rob Kuhns,George A. Romero,0.0
171795,Benny Chan,"Anthony Wong, Christy Chung, Edison Chen",0.0
49514,Jan Ruzicka,"Alwara Höfels, Rüdiger Vogler, Max von Thun",0.0
272543,"Bill Duke, D. Channsin Berry",,0.0
213270,Ernesto Martín,"Borja Elgea, Roger Pera, Paula Echevarría",0.0
173151,Frank Coraci,"Drew Barrymore, Adam Sandler, Wendi McLendon-Covey",0.0
232672,John Carney,"Mark Ruffalo, Keira Knightley, Adam Levine",3.09
198277,Jen McGowan,"Juliette Lewis, Cybill Shepherd, Alysia Reiner",7.93
253270,Brent Hodge,"Ashleigh Ball, Mike Bernstein, Jordan Downs",0.0
276122,Mary Lambert,"Tiffany, Debbie Gibson, A Martinez",0.0
56171,Mike Mendez,"Greg Grunberg, Lombardo Boyar, Clare Kramer",0.0
166822,Gregory Ratoff,"Mae West, Victor Moore, William Gaxton",0.0
75950,Paul Bogart,"James Daly, Kate Reid, Philip Bosco",0.0
462788,,"Willa Ford, Patrick Ryan Anderson",0.0
17156,Mary Harron,"Agnes Bruckner, Martin Landau, Virginia Madsen",0.0
204784,Josh Greenbaum,"Edd Hall, Jennifer Van Horn",0.0
169864,Lotfy Nathan,"Coco, Pug, Steven",0.0
169853,George Marshall,"Wallace Beery, Barbara Stanwyck, John Boles",0.0
147726,Arthur Hiller,"Nick Mancuso, David Warner, Kathryn Harrold",0.0
65603,David Lowell Rich,"Pamela Franklin, Kate Jackson, Lloyd Bochner",0.0
33543,Carl Reiner,"Henry Winkler, Kim Darby, Gene Saks",0.0
47901,Robert Stromberg,"Angelina Jolie, Elle Fanning, Sharlto Copley",0.0
102651,Hossein Amini,"Viggo Mortensen, Kirsten Dunst, Oscar Isaac",4.21
192149,Jordan Rubin,"Rachel Melvin, Cortney Palm, Lexi Atkins",0.0
254474,Mervyn LeRoy,"William Holden, Lloyd Nolan, Virginia Leith",0.0
148021,Joe D'Amato,"George Eastman, Annie Belle, Edmund Purdom",0.0
5421,Luciano Saber,"Ryan Guzman, Ming-Na Wen, Ally Walker",0.0
268823,Adam Rogers,"Vera Farmiga, Andy García, Taissa Farmiga",0.0
194722,Douglas Horn,"Trenton Rogers, Rico Rodriguez, Brittany Finamore",0.0
58832,Constantina Voulgaris,"Maria Georgiadou, Dimitris Xanthopoulos, Dimitris Piatas",0.0
183336,Irvin Kershner,"George Segal, Eva Marie Saint, Sterling Hayden",0.0
92269,Richard Donner,"Charles Bronson, Susan George, Honor Blackman",0.0
77925,Russ Meyer,"Kitten Natividad, Ann Marie, Uschi Digard",0.0
5157,David Butler,"Tab Hunter, Natalie Wood, Jessie Royce Landis",0.0
118283,Richard L. Bare,"Randolph Scott, James Craig, James Garner",0.0
176670,William A. Wellman,"James Garner, Etchika Choureau, Jack Warden",0.0
46615,Sam Hoare,"Anna Friel, Romola Garai, Andrew Buchan",0.0
190950,Vincent Sherman,"Virginia Mayo, Gordon MacRae, Edmond O'Brien",0.0
32929,Jean Becker,"Jean-Paul Belmondo, Jean Seberg, Enrico Maria Salerno",0.0
133827,Brandon Vietti,"Matthew Lillard, Grey Griffin, Frank Welker",0.0
258893,Alejandro Jodorowsky,"Brontis Jodorowsky, Pamela Flores, Jeremias Herskovits",0.0
137698,Joel Hopkins,"Emma Thompson, Pierce Brosnan, Tuppence Middleton",0.0
209249,Michael Switzer,"Jaclyn Smith, Lyndsy Fonseca, C. Thomas Howell",0.0
99312,Seth MacFarlane,"Seth MacFarlane, Charlize Theron, Liam Neeson",0.0
188161,Roger Kay,"Glynis Johns, Dan O'Herlihy, Richard Davalos",0.0
109133,Marco Ferreri,"Gérard Depardieu, Marcello Mastroianni, James Coco",0.0
42200,Christina Yao,"Aaron Kwok, Lantian Chang, Jennifer Tilly",0.0
31185,"Jason M. Fitzpatrick, Ric Serena","Jason M. Fitzpatrick, Ric Serena, Jen Serena",0.0
252147,Matt Mahurin,,0.0
51069,Doug Liman,"Tom Cruise, Emily Blunt, Brendan Gleeson",0.0
137113,Pantelis Voulgaris,"Pinelopi Tsilika, Sofia Kokkali, Maximos Mammouris",2.08
228339,Philippe de Chauveron,"Christian Clavier, Chantal Lauby, Ary Abittan",0.0
262391,Jacques Demy,"Donovan, Diana Dors, Donald Pleasence",0.0
185949,Al Reinert,Michael Morton,0.0
173192,Rudolph Maté,"Glenn Ford, Barbara Stanwyck, Edward G. Robinson",0.0
60643,John Curran,"Mia Wasikowska, Adam Driver, Emma Booth",0.0
203819,Christopher McQuarrie,"Tom Cruise, Rebecca Ferguson, Simon Pegg",0.0
177677,Nick Willing,"Rhys Ifans, Anna Friel, Charles Dance",4.55
106938,Christian T. Petersen,"Charles Hubbell, Matt Amendt, Steve Sweere",0.0
20880,Peter R. Hunt,"Richard Harris, Catherine Schell",0.0
64923,Sam Wanamaker,"Yul Brynner, Richard Crenna, Leonard Nimoy",0.0
75130,Craig Gillespie,"Jon Hamm, Bill Paxton, Lake Bell",0.0
198185,Michael Doneger,"Michael Doneger, Amanda Brooks, Wes Chatham",1.53
255497,Darren Stein,"Michael J. Willett, Paul Iacono, Sasha Pieterse",0.0
174323,Jesús Franco,"Klaus Kinski, Josephine Chaplin, Andreas Mannkopff",0.0
39567,Alison Murray,,0.0
281908,Laurie Collyer,"Naomi Watts, Matt Dillon, Norman Reedus",0.0
173908,Shaul Schwarz,,0.0
159012,Wong Ching-Po,"Philip Ng, Andy On, Sammo Hung",0.0
248376,John Ridley,"André Benjamin, Hayley Atwell, Imogen Poots",0.0
192133,Jean Becker,"Jean-Paul Belmondo, Christine Kaufmann, Pierre Vaneck",0.0
62876,Jean Becker,"Jacques Villeret, Josiane Balasko, André Dussollier",0.0
54544,Gilbert Cates,"Karen Allen, Keith Carradine, Jeff Fahey",0.0
181753,Craig Moss,"Danny Trejo, Danny Glover, Andrew Divoff",0.0
255268,Kurt Neumann,"Audie Murphy, Lloyd Nolan, Jane Wyatt",0.0
256118,Richard Brooks,"Humphrey Bogart, June Allyson, Keenan Wynn",0.0
91245,Simon Davidson,"Tyler Johnston, Julia Maxwell, Jaren Brandt Bartlett",0.0
79778,Vlad Yudin,"Mickey Rourke, Michael Jai White, Lou Ferrigno",0.0
207021,Brian G. Hutton,"Elizabeth Taylor, Michael Caine, Susannah York",0.0
120653,Takashi Shimizu,"Ryan Kwanten, Amy Smart, Leslie Bibb",0.0
82657,Christopher Hatton,"Dolph Lundgren, Matt Doran, David Field",0.0
185471,Edward Buzzell,"Lucille Ball, William Gaxton, Virginia Weidler",0.0
42886,Mark Harris,"Gabrielle Dennis, Christian Keyes, Erica Hubbard",0.0
245175,Alan J. Pakula,"Maggie Smith, Timothy Bottoms, Don Jaime de Mora y Aragón",0.0
46941,Irv Drasnin,Irv Drasnin,0.0
160008,Joe Piscatella,,0.0
267752,Dheeraj Akolkar,"Liv Ullmann, Ingmar Bergman, Samuel Fröler",0.0
136786,Assi Dayan,"Gil Alon, Idan Alterman, Boaz Avni",0.0
234154,Dimitri Buchowetzki,"Pola Negri, Johannes Riemann, Alfred Abel",0.0
175339,Mark Mori,"Bettie Page, Dita Von Teese, Hugh M. Hefner",0.0
220494,Clive Donner,"Jack Lemmon, Peter Falk, Elaine May",0.0
163376,James Kirkwood,"Mary Pickford, Owen Moore, Isabel Vernon",0.0
92349,Hong Khaou,"Ben Whishaw, Cheng Pei-Pei, Andrew Leung",0.0
248212,Emilio Aragón,"Robert Duvall, Jeremy Irvine, Angie Cepeda",0.0
248688,Fred Zinnemann,"Pier Angeli, John Ericson, Patricia Collinge",0.0
217948,Andrew L. Stone,"James Mason, Inger Stevens, Rod Steiger",0.0
4926,Josh Boone,"Shailene Woodley, Ansel Elgort, Nat Wolff",0.0
222935,Don McKellar,"Brendan Gleeson, Taylor Kitsch, Gordon Pinsent",25.6
209185,Jonathan Hensleigh,"D. Kevin Epps, Sandy Gardiner, Callard Harris",0.27
40458,Josh C. Waller,"Zoë Bell, Rachel Nichols, Tracie Thoms",0.0
174682,Kasi Lemmons,"Forest Whitaker, Angela Bassett, Jennifer Hudson",0.0
175541,"Giorgio Serafini, Shawn Sourgose","Dolph Lundgren, Billy Zane, Gianni Capaldi",0.4
220820,Toshiyuki Hiruma,"Tony Ail, Nathan Aswell, Chera Bailey",0.0
105875,Henry Miller,"Van Hansis, Cody Horn, Thorsten Kaye",0.0
79906,"Hélène Giraud, Thomas Szabo","Sarah Cohen-Hadria, Jean-Paul Guyon",0.0
140870,Billy Bob Thornton,"Kevin Bacon, Tippi Hedren, Shawnee Smith",1.52
94671,John Brahm,"Dana Andrews, Jeanne Crain, Mimsy Farmer",0.0
40485,Edmond T. Gréville,"Josephine Baker, Albert Préjean, Robert Arnoux",0.0
93057,Fred F. Sears,"James Darren, Laurie Carroll, Michael Granger",0.0
106042,"Phil Flores, Mitchell Altieri","Mackenzie Firgens, Cory Knauf, Ryan Hartwig",0.0
128841,"Byron Howard, Nathan Greno","Mandy Moore, Zachary Levi, Alan Dale",0.0
82881,Francisco Franco,"Irene Azuela, Ricardo Blume, Anabel Ferreira",0.0
202238,William Castle,"Murray Hamilton, Joyce Taylor, Hugh Marlowe",0.0
61221,George Sherman,"Errol Flynn, Maureen O'Hara, Anthony Quinn",0.0
44631,George B. Seitz,"Lewis Stone, Mickey Rooney, Judy Garland",0.0
43808,Lew Landers,"Lucille Ball, Jack Oakie, Ruth Donnelly",0.0
104556,"Paul Leni, Leopold Jessner","Henny Porten, Fritz Kortner, William Dieterle",0.0
131366,Lamont Johnson,"Robby Benson, Annette O'Toole, G. D. Spradlin",0.0
50379,Bruno Dumont,"Juliette Binoche, Jean-Luc Vincent, Robert Leroy",0.0
110428,Michael Roemer,Martin Priest,0.03
41943,Hiroyuki Okiura,"Karen Miyama, Toshiyuki Nishida, Yuka",0.0
100271,David Cronenberg,"Julianne Moore, Mia Wasikowska, John Cusack",0.0
157851,Sandra Nettelbeck,"Ashley Judd, Goran Visnjic, Alexia Fast",0.0
1731,Olivier Van Hoofstadt,"Roschdy Zem, Olivier Gourmet, David Saracino",0.0
15942,Wolfgang Murnberger,"Moritz Bleibtreu, Georg Friedrich, Ursula Strauss",0.0
78463,Ralph Nelson,"Robert Mitchum, Frank Langella, Rita Hayworth",0.0
68247,George McCowan,"Jack Palance, Carol Lynley, Barry Morse",0.0
41415,"Ben Cotner, Ryan White","Ted Olson, Christopher D. Dusseault, Jeffrey J. Zarrillo",0.0
250651,Denis Hennelly,"Caroline Dhavernas, Adrian Grenier, Ben McKenzie",0.0
201066,Darren Paul Fisher,"Daniel Fraser, Eleanor Wyld, Owen Pugh",0.0
218425,Tom Vaughan,"Miley Cyrus, Joshua Bowman, Eloise Mumford",0.0
93837,Jorge Dorado,"Mark Strong, Taissa Farmiga, Brian Cox",0.0
227700,Gregory Kohn,"Utkarsh Ambudkar, Russ Armstrong, David Call",0.28
83406,James Seale,"Robert Patrick, Malcolm McDowell, Sarah Douglas",0.0
208182,Michael Rosenbaum,"Morena Baccarin, Michael Rosenbaum, Nick Swardson",0.0
228028,Hiner Saleem,"Michel Piccoli, Mylène Demongeot, Maurice Bénichou",0.0
126676,Jared Cohn,"Robert Carradine, Erica Duke, Virginia Petrucci",0.0
114574,"Phil Lord, Christopher Miller","Jonah Hill, Channing Tatum, Dave Franco",1.0
187017,Paolo Virzì,"Fabrizio Bentivoglio, Valeria Bruni Tedeschi, Fabrizio Gifuni",3.77
244088,Antoine Fuqua,"Denzel Washington, Marton Csokas, Chloë Grace Moretz",0.97
156022,So Yong Kim,"Paul Dano, Jon Heder, Jena Malone",3.5
84201,Dean DeBlois,"Jay Baruchel, Gerard Butler, Kristen Wiig",0.0
82702,Lawrie Brewster,"David Schofield, Euan Douglas, Jamie Gordon",4.2
228915,Volker Schlöndorff,"Georg Lehn, Karl-Josef Cramer, Margarethe von Trotta",0.0
102272,Didier Bourdon,"Eddy Mitchell, Didier Bourdon, Anne Consigny",0.0
38195,Alejandro González Iñárritu,"Michael Keaton, Emma Stone, Zach Galifianakis",0.0
194662,Andrucha Waddington,"Leonor Watling, Sônia Braga, Luis Tosar",5.73
48573,Connie Stevens,"Rylee Fansler, Evie Thompson, Tatum O'Neal",0.0
50028,"Jean-Marc Barr, Pascal Arnold","Mathias Melloul, Valérie Maës, Nathan Duval",0.0
112160,Thomas Carr,"Bill Elliott, Carleton Young, Beverly Garland",0.0
275573,Terence Fisher,"Dane Clark, Belinda Lee, Betty Ann Davies",0.0
38962,Douglas Hickox,"Keith Carradine, Kathleen Quinlan, Richard Widmark",0.0
226630,"Patrick Hasson, Juan Carlos Saizarbitoria","Bai Ling, Vida Guerra, Bree Essrig",0.0
254126,"Gustav Machatý, Malcolm St. Clair","Rochelle Hudson, Brian Donlevy, Barton MacLane",0.0
240594,Otto Preminger,"Liza Minnelli, Robert Moore, Ken Howard",0.0
78355,Frank Perry,"Tuesday Weld, Anthony Perkins, Adam Roarke",0.0
84796,"Muriel Coulin, Delphine Coulin","Louise Grinberg, Juliette Darche, Roxane Duran",0.0
87368,Josh Stolberg,"Sterling Beaumon, Morgan Bertsch, Raleigh Holmes",0.05
