id,release_year,title,vote_average
31292,1989,Code Name Coq Rouge,5.8
218305,1941,So Ends Our Night,6.0
83909,1982,66 Scenes from America,7.0
233863,2013,Jimi Hendrix: Hear My Train A Comin',6.6
69517,1977,Death of a Corrupt Man,6.2
160874,2010,The Third Reich: The Rise & Fall,9.0
220620,2013,Ismael,5.9
290764,2015,Tracers,5.9
228203,2015,"McFarland, USA",7.4
105156,1974,A Black Ribbon for Deborah,0.0
173168,2013,We Always Lie to Strangers,5.0
245158,2014,Kids for Cash,6.9
55433,2009,Bomber,6.0
207766,2013,Missionary,5.1
309302,2015,Wolf Totem,6.4
110779,1987,Urban Warriors,0.0
66055,1971,Shoot the Living and Pray for the Dead,3.6
105120,1972,Who Killed the Prosecutor and Why?,6.0
128353,1968,Hole in the Forehead,0.0
119884,1973,Arnold,4.8
31243,1958,The Robot vs. The Aztec Mummy,2.8
104848,2008,The Forgotten Woman,0.0
285595,2014,My Own Man,7.3
243940,2015,The Lazarus Effect,5.1
241754,1949,The Walking Hills,4.8
112649,1997,Too Many Ways to Be No. 1,5.0
47985,1987,Assa,6.8
298396,2013,Los Flamencos,6.5
63067,1998,My Best Friend's Wife,6.3
38396,1998,That's Life,7.5
50531,2000,Chiedimi se sono felice,7.5
66700,2005,Cose da pazzi,6.9
79683,1971,Bad Man's River,4.0
29498,1971,The Fourth Victim,6.3
130457,1969,Life Goes On,5.5
239573,2015,Unfinished Business,5.0
298040,2014,Gods,7.9
165586,2009,Mutantes,4.0
197950,2014,The Connection,7.1
104435,1982,The Beehive,7.2
216876,1955,Unchained,0.0
277167,1978,The Children of Sanchez,6.0
67883,1976,Street People,6.2
105853,1979,Violence for Kicks,6.0
260912,1973,The Police Serve the Citizens?,6.8
128588,1978,Covert Action,0.0
223954,2014,Jacky in the Kingdom of Women,5.5
132759,2012,Soulless,5.5
17470,2006,Arc,6.0
91443,2010,Chronic Town,0.0
196750,2013,Ghost in the Shell Arise - Border 1: Ghost Pain,7.1
259956,2014,About Alex,6.3
45179,1990,Xuxa in Crystal Moon,5.6
54890,2011,Dhobi Ghat,6.7
191121,2013,Raanjhanaa,6.3
45628,1948,Casbah,5.5
83912,2002,New Scenes from America,8.0
106326,1970,The Adventurers,6.5
59050,1990,The Voice of the Moon,6.7
246743,2014,Whitey: United States of America v. James J. Bulger,6.3
264337,2015,Spare Parts,6.6
324260,2015,Bikes vs Cars,7.7
322456,2015,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,6.4
50135,2010,Animals United,5.5
78124,2008,Impy's Wonderland,7.1
287233,2014,Tom and Jerry: The Lost Dragon,6.4
2963,1904,The Impossible Voyage,7.1
132426,2007,Capturing Mary,6.0
174372,2013,Floating Skyscrapers,5.8
269200,2013,Plastic Paradise: The Great Pacific Garbage Patch,6.2
270938,2014,Falcon Rising,5.6
161267,1954,Somewhere Under the Broad Sky,5.0
195186,1898,Old Man Drinking a Glass of Beer,5.0
33229,1891,Dickson Greeting,4.8
75861,2015,To Write Love on Her Arms,6.8
59015,2010,Lights Out,5.7
197936,2013,Bright Days Ahead,5.6
73530,2011,Mardock Scramble: The Second Combustion,6.4
105149,1973,"My Wife, A Body to Love",0.0
195020,1979,Gardenia,0.0
230606,1978,Pigs with a P.38,0.0
105232,1974,"Clap, You're Dead",0.0
105384,1974,Orders Signed in White,0.0
260839,1981,Fear In The City,0.0
105145,1973,The Flower with Petals of Steel,7.0
199985,1972,The Last Hours of a Virgin,0.0
157152,2003,Moving Alan,0.0
205865,2013,Papusza,7.6
174650,1975,The Return of the Exorcist,4.0
209032,2012,The Floating Castle,5.9
76226,2011,Familiar Ground,6.5
213983,2013,Club Sandwich,5.4
86321,2007,Playing,7.4
91908,2005,Rings,5.4
181999,2009,Butterflies Have No Memories,8.5
36785,1969,The Dependent,8.8
127424,1975,Nazareno Cruz and the Wolf,7.0
84176,2012,Bestiary,7.5
102807,2009,Carcasses,7.7
288312,2014,The Gold Bug,0.0
125344,2010,Independence,5.0
44570,2007,Autohystoria,6.5
213598,2006,La Morte Rouge,5.5
216790,2013,Sacro GRA,5.7
97607,2012,Gimme the Loot,6.3
241554,2015,Run All Night,6.3
257912,2013,Event 15,4.7
48775,1956,The Killers,6.3
280922,2015,Asthma,6.5
139571,2012,Refuge,6.4
48207,1971,Melody,7.4
326057,2015,Assassin,3.8
250668,2014,Rich Hill,7.6
201777,2013,Our Vinyl Weighs a Ton: This Is Stones Throw Records,6.8
139334,1960,The Huns,0.0
38681,1965,Mission Bloody Mary,0.0
317683,1966,Password: Uccidete agente Gordon,0.0
106922,1967,The incredible Paris Incident,1.0
107068,1974,The Sinful Nuns of Saint Valentine,5.2
200867,1975,One Man Against the Organization,0.0
183039,1936,Broken Blossoms,5.0
27638,1939,Rio,5.0
29094,1944,The Lodger,6.0
42288,1944,Guest in the House,3.1
53769,1947,Singapore,5.9
184351,1953,The Diamond Queen,0.0
265712,2014,Stand by Me Doraemon,7.0
294690,2014,Saints and Soldiers: The Void,5.2
66164,2011,Little Deaths,4.8
49239,1983,The Boxer's Omen,7.3
138941,2012,Found,6.3
254193,2014,Late Phases,5.6
144204,2012,Thanatomorphose,5.9
30460,1967,Dracula in Pakistan,4.0
279972,2015,Digging Up the Marrow,5.6
112454,2014,Clown,5.3
137370,2012,Pauline détective,4.9
324279,2015,Kingdom of Shadows,7.0
330275,2014,Des roses en hiver,6.5
142528,2006,Des fleurs pour Algernon,7.1
59346,2007,Darling,6.5
85025,2010,Memory Lane,5.0
135281,2012,Camille Rewinds,6.0
291362,2015,Road Hard,6.6
260030,2014,Nymph,4.0
150689,2015,Cinderella,6.7
326359,2015,Frozen Fever,6.9
283302,2013,Lost for Life,5.6
321644,2014,Enquiring Minds: The Untold Story of the Man Behind the National Enquirer,7.0
263281,2014,Our Summer in Provence,6.5
228968,2015,Kidnapping Mr. Heineken,5.8
319975,2014,The Drop Box,6.2
238215,2014,The Cobbler,5.5
327225,2015,Crazy Beautiful You,7.0
85511,1979,California Dreaming,4.5
99909,1939,The Angels Wash Their Faces,5.0
43871,1936,Beloved Enemy,6.3
31341,2006,Blue Collar Comedy Tour: One for the Road,6.8
5065,1966,Carry On Cowboy,6.1
261249,1967,Chubasco,0.0
171045,2012,Dead End,4.2
124521,1952,Dead on Course,5.3
221395,1930,Not So Dumb,3.5
43018,1961,Gidget Goes Hawaiian,4.6
110965,2011,Heat Wave,4.5
297850,1990,Heat Wave,0.0
32941,1954,The House Across the Lake,6.0
76794,1991,Heaven Is a Playground,6.5
179715,2005,Angel's Fall,5.0
48719,1988,Illegally Yours,4.0
40681,2000,Jailbait!,4.7
71507,2004,Jailbait,0.0
65506,1941,Lady from Louisiana,5.1
39001,1999,My Teacher's Wife,5.6
133601,2012,The Neighbors,6.9
163631,1978,Oliver's Story,5.1
51136,1954,Paid to Kill,5.9
70202,1988,Patty Hearst,5.0
109102,1966,Picture Mommy Dead,5.0
48457,1988,Platoon Leader,5.3
25548,1950,Shadow on the Wall,7.0
72003,2011,The Dark Knight,6.3
169158,1998,Standoff,4.8
253283,2014,Take Care,5.6
323555,2015,That Gal...Who Was in That Thing: That Guy 2,7.0
158113,1937,The Case of the Stuttering Bishop,5.5
148410,1936,The Case of the Velvet Claws,7.0
137960,2014,The Discoverers,5.8
46586,1952,The Gambler and the Lady,5.5
200324,1916,The Half-Breed,0.0
35946,2004,The Hollow,4.6
71626,2011,Don't Let Him In,3.7
264553,2014,The Life and Mind of Mark DeFriest,8.5
141978,1954,They Rode West,3.8
45197,1962,Big and Little Wong Tin Bar,6.2
35023,1951,Two of a Kind,6.3
193523,2013,Hotel,6.1
236314,2013,Alphabet,6.3
295058,2014,The Tree,0.0
305450,2014,A Fight for,8.0
300364,2014,Sailing to Paradise,5.0
324436,2015,Dyke Hard,4.5
38445,2009,The Strength of Water,6.5
325205,2015,Other Girls,0.0
13923,1998,A Bright Shining Lie,6.1
55784,1976,Grizzly,4.9
89531,2011,Silent Sonata,8.5
88418,2003,Wolfsburg,6.5
256306,2014,Ice Poison,7.8
215637,2013,Coast of Death,6.9
14733,1989,Bill Hicks: Sane Man,8.2
228558,2013,The Harry Hill Movie,3.8
70027,2008,The Wrecking Crew,7.3
77787,2000,Tribulation,4.5
69576,1972,Who Saw Her Die?,6.4
328233,2015,India's Daughter,8.3
47467,2010,Kill Speed,3.7
221488,2012,8 Minutes Idle,5.4
69999,2004,Absolute Aggression,1.0
121830,2012,Mr. Pip,6.0
39522,2010,Mega Piranha,3.0
154140,1998,Men in White,2.5
193229,2009,Black Field,5.7
13277,2008,Contract Killers,5.0
97899,2012,Magnificent Presence,6.6
67654,1933,The Mascot,7.3
47432,1991,The Suspended Step of the Stork,7.3
25055,2007,Transmorphers,2.2
101904,2005,Through the Forest,6.0
31347,2000,Cardcaptor Sakura: The Sealed Card,8.0
71591,2008,The Linguists,8.0
40261,1977,Watch Me When I Kill,6.7
264321,1980,A Rumor Of War,0.0
102938,1976,Trackdown,0.0
103432,1973,Outrage,5.2
28784,1960,Hell Is a City,5.8
72993,2011,The Crown Jewels,5.6
91583,1970,Perfect Friday,6.9
94468,1970,Pieces of Dreams,0.0
90086,1967,Devil's Angels,6.7
32064,1987,The Time Guardian,4.6
199578,2013,Patrick,4.6
175774,2013,Ruby Red,6.6
75028,2000,The Coconut Revolution,0.0
243688,2015,Poltergeist,5.0
266647,2015,Pan,5.9
252512,2015,While We're Young,5.8
45148,1993,Michael Laudrup: A Football Player,6.0
37039,1941,Among the Living,5.4
40113,2003,The Pentagon Papers,6.0
257444,2015,The Boy,5.7
322378,2015,Nice People,9.0
272634,2015,The Circle,5.5
100205,1979,Baby Snakes,8.3
271674,2014,Suite Française,7.1
59414,1972,The Concert for Bangladesh,7.1
267481,2014,Kitchen in Paris,6.5
27035,1948,I Walk Alone,6.2
27036,1949,Too Late for Tears,6.7
71910,1972,Sitting Target,7.2
253307,2014,The Infinite Man,5.9
262500,2015,Insurgent,6.2
325138,2015,Dum Laga Ke Haisha,7.1
82448,2011,Simon & the Oaks,6.3
230179,2014,Big Game,5.3
39385,1997,La vérité si je mens !,6.3
142408,2000,Laissons Lucie faire !,6.0
78258,2004,Venus & Fleur,4.7
40180,1975,Fear Over the City,6.8
118412,2012,Berserk: The Golden Age Arc 2 - The Battle for Doldrey,7.2
113082,2012,Berserk: The Golden Age Arc 1 - The Egg of the King,7.1
144288,2013,Berserk: The Golden Age Arc 3 - The Advent,7.4
271724,2014,Hippocrates,6.3
30496,1997,The Tenant of Wildfell Hall,7.0
18815,2009,Glowing Stars,6.9
213110,2006,The Amazing Screw-On Head,8.0
228161,2015,Home,6.8
20377,1998,The Brave Little Toaster Goes to Mars,5.8
261375,2014,Flying Home,5.9
69619,2011,The Detective 2,6.5
71924,1972,Henry VIII and His Six Wives,7.4
62243,1963,I giorni contati,7.0
252714,1971,"Congratulations, It's a Boy!",0.0
252888,1971,Thief,0.0
125990,1999,The Hunt for the Unicorn Killer,5.5
252144,1974,Get Christie Love!,5.5
128364,1974,Where the Lilies Bloom,5.3
97593,1976,Shark Kill,10.0
82598,1976,21 Hours at Munich,5.0
216153,1978,One in a Million: The Ron LeFlore Story,5.5
181269,1984,Secrets of a Married Man,5.0
260947,2014,Something Wicked,4.6
245703,2016,Midnight Special,6.2
266396,2015,The Gunman,5.5
275060,2014,The Disappearance of Eleanor Rigby: Her,6.6
276401,2014,The Disappearance of Eleanor Rigby: Him,6.6
199647,2012,The Color of Time,4.4
38198,1988,Itinerary of a Spoiled Child,7.6
255343,2014,Escobar: Paradise Lost,6.1
74746,1971,Joe Hill,4.9
47570,1971,Maid in Sweden,4.2
30792,1970,The Corpse,4.5
108723,1971,Face-Off,5.5
48691,1971,Goodbye Uncle Tom,6.5
314389,2015,Baby,6.4
255890,2014,The Circle,7.9
260176,2013,Southern Baptist Sissies,10.0
136070,2010,Vengeance Can Wait,6.7
244063,2014,Boys,7.5
227975,2014,Futuro Beach,6.4
220493,2013,Sal,4.0
168259,2015,Furious 7,7.3
277685,2015,Unfriended,5.5
246308,2013,Master of the Universe,6.9
140441,2012,Sadako 3D,5.9
228973,2015,Backcountry,5.8
23155,2008,The Garden of Sinners - Chapter 5: Paradox Spiral,8.1
105503,1973,The No Mercy Man,5.7
59098,1972,Au Pair Girls,4.5
284013,1971,Popsy Pop,0.0
75848,1975,The Happy Hooker,5.3
271550,1976,"Little Girl, Big Tease",0.0
97559,1976,Mako: The Jaws of Death,5.0
26340,1991,Delta Force 3: The Killing Game,2.5
255843,1976,Slumber Party '57,0.0
79823,1980,Schizoid,5.8
26113,1977,Operation Thunderbolt,6.7
256030,2015,Muck,3.5
291272,2015,We Are Still Here,5.6
293970,2015,The Final Girls,6.6
112058,1977,The Happy Hooker Goes To Washington,5.1
73612,1969,Sam's Song,5.5
119552,1979,Gas Pump Girls,5.8
80624,1980,The Godsend,5.4
90806,1980,Hot T-Shirts,1.0
60079,1995,Lunar Cop,3.8
63590,1981,Hospital Massacre,5.3
10580,1978,Lemon Popsicle,6.6
69165,1980,New Year's Evil,5.6
167951,1981,Body and Soul,1.5
87122,1990,A Man Called Sarge,2.0
168538,1983,"Nana, the True Key of Pleasure",4.7
5896,1984,Bolero,3.4
31281,1989,Ghosts Can't Do It,2.5
23504,1986,Robotech: The Movie,4.0
57219,2000,Chain of Command,5.0
40927,1988,The Fruit Machine,6.3
87178,2011,The Whisperer in Darkness,6.7
70903,1985,Mata Hari,3.5
49038,1987,Beauty and the Beast,6.5
71750,1987,Sleeping Beauty,7.4
50295,1989,Crack House,0.0
51434,1990,The Fourth War,5.3
38652,1989,River of Death,4.1
117428,1968,Wild 90,5.0
117424,1970,Maidstone,5.0
31942,1990,Midnight Ride,8.0
94236,1993,Street Knight,7.0
120386,1978,The Stud,5.0
42030,1986,The Naked Cage,5.5
174383,1970,No Place to Hide,5.0
110624,1993,Rescue Me,5.1
163630,1987,Dancers,4.0
28263,1992,Fifty/Fifty,7.3
173638,1989,When the Whales Came,6.7
241855,2014,Spring,6.5
327029,2015,Power Rangers,7.2
81475,1983,Julie Darling,8.0
121052,1968,The Birthday Party,5.6
266537,2014,Not My Type,6.2
276901,2014,Mall,4.8
302465,2012,Brothers on the Line,0.0
79570,2003,Beat the Drum,7.6
48376,2010,Severe Clear,5.5
81464,1970,"Guru, The Mad Monk",5.0
76172,1984,Monaco Forever,2.8
240745,2014,Cymbeline,3.5
169656,1993,Gorilla Bathes at Noon,6.8
47412,1994,Trapped in Space,3.5
137222,2012,Doppelgänger Paul,0.0
40040,2001,Spiders 2: Breeding Ground,4.2
83361,1998,McCinsey's Island,3.3
35453,1981,The Last Chase,3.8
267793,2014,Petals on the Wind,6.2
19318,2009,Mr. Troop Mom,3.8
40344,1999,Balloon Farm,3.5
136190,2012,In the Shadow,5.7
94874,1979,Savage Weekend,4.9
106682,1978,The Comeback,6.0
33018,1976,Schizo,6.7
106679,1976,House of Mortal Sin,6.9
38446,1974,Frightmare,6.9
86643,1974,House of Whipcord,6.2
36600,1972,The Flesh and Blood Show,4.8
285863,2014,Songs She Wrote About People She Knows,0.0
8371,2008,Guter Junge,0.0
181283,2015,Child 44,6.1
78402,1989,Killer Crocodile,6.6
39041,2006,The Conrad Boys,5.3
105766,2006,Musikanten,7.5
74119,2011,The Day I Saw Your Heart,5.7
118083,1979,Promises in the Dark,0.0
149926,1984,Champions,6.0
13015,2005,George Carlin: Life Is Worth Losing,8.1
184155,2013,Legend No. 17,6.9
32334,1984,Love and Pigeons,6.9
137221,2012,The Day That Lasted 21 Years,8.0
81022,2011,Widows,4.5
317168,1976,Santo vs. the She-Wolves,0.0
165027,2009,Light Gradient,5.6
283227,2014,A Little Chaos,6.0
187252,2012,In the Name of the Son,5.9
31413,1997,Innocence,8.6
108540,2012,Bill W.,5.0
45777,1992,The Beautiful Story,8.0
52980,1973,"The Yakuza Papers, Vol. 2: Deadly Fight in Hiroshima",7.7
52874,1973,"The Yakuza Papers, Vol. 3: Proxy War",7.2
64912,1974,"The Yakuza Papers, Vol. 5: Final Episode",6.8
52979,1974,"The Yakuza Papers, Vol. 4: Police Tactics",6.1
9527,1997,Ballermann 6,4.2
79572,1972,Execution Squad,7.5
257091,2015,Get Hard,5.9
143928,2011,Hellgate,4.8
326665,2015,Aziz Ansari: Live at Madison Square Garden,7.0
322518,2015,The Intruders,4.7
161064,2012,Filmistaan,7.0
305091,2014,That Sugar Film,6.5
130100,1956,The Brass Legend,7.0
53915,1999,But Forever in My Mind,5.5
328032,2015,Mara and the Firebringer,5.5
96217,1972,La liga no es cosa de hombres,0.0
80527,2009,Stargate SG-1: Children of the Gods - Final Cut,6.9
259616,1986,Die Weihnachtsklempner,0.0
35177,2005,Dinotopia: Quest for the Ruby Sunstone,6.0
1269,2007,The Vexxer,6.3
51450,2010,Santa's Apprentice,4.9
1419,2007,Vollidiot,4.3
14642,2008,20 Years After,2.8
298751,2014,Growing Up and Other Lies,4.0
79433,2011,Ronal the Barbarian,6.2
81086,2005,Sex Up Your Life!,6.4
133396,2012,Forgotten,5.3
150056,2012,Jesus liebt mich,5.1
61104,2009,Mount St. Elias,5.7
11207,2004,Süperseks,0.0
257734,2006,Benjamin Blümchen - Seine schönsten Abenteuer,0.0
16119,2007,Cinderella III: A Twist in Time,6.0
167161,2009,Playground,0.0
11651,2006,Hui Buh,5.0
204712,2002,The Little Polar Bear: Lars and the Little Tiger,6.0
11179,2004,Girls on Top 2,4.4
79361,2012,Jonas,5.4
21385,2004,"Mickey, Donald, Goofy: The Three Musketeers",6.3
33719,1998,Rudolph the Red-Nosed Reindeer: The Movie,5.8
114438,2012,Russendisko,5.5
238302,2013,Saving Santa,5.1
130798,2013,Forget me not,7.1
50166,1978,Lucky Luke: The Ballad of the Daltons,6.8
33436,1969,The Brain,7.1
5833,2000,Casper's Haunted Christmas,5.0
78694,1997,The Fearless Four,5.5
333324,2008,A House of Secrets: Exploring 'Dragonwyck',0.0
12128,2004,Night of the Living Dorks,5.1
71191,2011,La Planque,7.9
15713,2009,The First Star,5.6
10659,2005,Siegfried,3.7
96872,1991,Superstar Goofy,4.8
48411,2007,Love Exposure,3.0
1615,2002,Erkan & Stefan 2,4.1
1616,2005,Erkan & Stefan 3,3.8
11084,1995,Flodder 3,5.3
24696,2007,Tom and Jerry: A Nutcracker Tale,6.5
9497,1997,Kleines Arschloch - Der Film,4.7
2169,1991,Manta - Der Film,3.9
9337,2001,Girls on Top,4.9
6172,2007,My Führer,5.2
78313,2011,Stopped on Track,6.3
9673,1994,Voll Normaaal,5.0
9514,1996,Werner - Das muss kesseln!!!,5.7
9496,1999,Werner - Volles Rooäää!!!,4.8
73770,2011,What a Man,5.5
10036,2006,7 Dwarves: The Forest Is Not Enough,4.9
233438,1966,The Fat Spy,2.5
11664,1999,"Die Bademeister – Weiber, saufen, Leben retten",2.8
9572,2002,Ants in the Pants 2,4.1
1915,1991,"Manta, Manta",4.9
51880,2009,Oscar and the Lady in Pink,6.7
258751,2014,For a Handful of Kisses,5.4
208982,2011,Vietnam in HD,8.1
56771,2009,WWII IN HD,6.0
254578,2014,Phoenix,6.4
328595,2015,Parallels,6.2
160171,2013,Closed Curtain,7.4
287422,2014,Gentlemen,6.0
254200,2014,A Second Chance,6.7
265563,2014,The Mystery of Happiness,6.3
293771,2015,Dead Rising: Watchtower,5.0
272162,1969,A Dream of Kings,4.5
177436,1938,A Man to Remember,0.0
179053,2013,App,4.8
138486,1954,Arrow In The Dust,5.2
180721,1988,Blueberry Hill,5.0
44119,2005,Born Killers,5.0
153162,1939,Calling Dr. Kildare,4.5
103164,1950,Copper Canyon,4.6
301225,2014,Standby,6.6
214447,1990,New Year's Day,5.5
35428,2010,What Men Talk About,7.6
91628,2011,Three Quarter Moon,5.3
9478,2000,Ants in the Pants,4.5
10470,2003,Werner - Gekotzt wird später!,5.4
10010,2006,Brother Bear 2,6.3
9565,2000,No More School,5.5
9677,2001,Forklift Driver Klaus: The First Day on the Job,8.1
4436,2007,Kein Bund für's Leben,5.4
9274,2002,"Fire, Ice & Canned Beer",4.4
285213,2014,The Pirates,6.4
32099,2001,The Rose of the Rascal,6.6
286971,2014,Innocence,4.3
47745,1950,Southside 1-1000,5.0
332079,1947,The Judge Steps Out,0.0
290864,2014,Kung Fu Jungle,6.5
22489,2004,Last Flight Out,0.0
42023,1986,Heat,5.2
264098,1978,Superdome,0.0
202639,1974,Hurricane,6.0
46696,1976,"Private Vices, Public Virtues",5.5
29582,1979,The Odd Angry Shot,7.3
106268,1975,Breaking Point,4.0
27662,1988,Deep Space,3.8
68745,1998,Dollar for the Dead,5.3
15469,1962,Five Miles to Midnight,6.5
242628,1941,"Go West, Young Lady",7.0
112739,1980,In God We Tru$t,5.8
114116,1969,Law and Order,6.7
167262,1981,Cattle Annie and Little Britches,5.7
204737,1980,Off the Minnesota Strip,0.0
58920,1944,Lost in a Harem,5.6
120520,1978,Somebody Killed Her Husband,7.5
257574,1970,My Sweet Charlie,0.0
241797,1967,A Covenant with Death,7.0
187482,1965,My Blood Runs Cold,0.0
245260,1998,Six Days in Roswell,8.0
17212,1978,Patrick,6.1
22365,1975,Apache Blood,0.0
29254,1951,Rhubarb,4.2
15674,1996,Sabrina the Teenage Witch,5.2
183218,1962,Safe at Home!,4.5
20893,2009,Shadowheart,5.2
277388,1995,The Good Old Boys,5.4
278283,1939,The Great Man Votes,6.5
46368,2010,The Rig,3.8
273341,1998,The Unknown Cyclist,5.0
184267,1922,The Young Rajah,0.0
52827,1945,Thunderhead - Son of Flicka,0.0
36335,1947,Dear Murderer,5.5
140212,2012,Confession of Murder,7.0
75006,2011,Moby Dick,7.1
237756,2015,Kill Me Three Times,5.5
276904,2014,Underwater Dreams,5.0
221732,2014,Rurouni Kenshin: The Legend Ends,7.5
221731,2014,Rurouni Kenshin: Kyoto Inferno,7.4
323967,2015,Walter,5.3
299551,2015,The Atticus Institute,5.6
106717,2012,The Last Will and Testament of Rosalind Leigh,5.0
294993,2014,Rise of the Legend,6.4
9629,1966,Thunder at the Border,5.5
146229,2014,Kristy,5.9
294991,2014,Gangster Payday,6.1
293572,2014,The Houses October Built,5.5
253376,2014,In Darkness We Fall,5.2
265019,2014,Preservation,4.8
299588,2014,Christmas at Cartwright's,5.8
314065,2014,Altar,4.7
298093,2014,Poker Night,5.9
15286,2009,Marine Boy,6.1
50288,2010,House of Bones,4.3
267457,2014,That Burning Feeling,5.7
274815,2014,Uzumasa Limelight,6.6
257134,2014,Lawrence & Holloman,0.0
77586,2011,The Hagstone Demon,3.4
214135,2013,A Wolf at the Door,6.8
228426,2013,Jellyfish Eyes,6.5
53252,2006,The Ugly Swans,6.6
73534,2000,Moscow,4.7
53435,1979,"A Man, a Woman and a Bank",6.3
288618,2014,Atlántida,0.0
259843,2014,Natural Sciences,6.0
129115,2012,Lions,8.0
126883,2012,The Wild Ones,5.0
84925,2007,Profit Motive and the Whispering Wind,5.0
255253,2013,The Face,8.0
255979,2002,Balnearios,5.0
67183,1989,Paganini Horror,3.0
61117,1986,Hardbodies 2,4.1
52736,1984,Hardbodies,5.0
37573,2009,My Only Sunshine,6.6
84724,1985,Stitches,0.0
83567,1996,Somersault in a Coffin,8.1
101995,2012,Inside,6.8
54424,2010,Majority,6.2
35964,2009,Vavien,6.5
124611,1965,Time to Love,8.2
270336,1977,The Angel of Vengeance - The Female Hamlet,5.0
270409,1964,Suçlular aramizda,0.0
138767,2012,Room 514,7.0
254023,2014,The Humbling,5.3
131739,2011,"Isoroku Yamamoto, the Commander-in-Chief of the Combined Fleet",5.7
2189,1985,Tomboy,5.3
44664,1994,Reckless Kelly,4.3
110538,1988,It Takes Two,5.4
264763,2014,Regarding Susan Sontag,6.3
293126,2014,Terror at the Mall,8.0
60029,1978,Malibu Beach,4.3
52117,1986,Hamburger: The Motion Picture,5.1
67693,1986,Jocks,3.4
148833,1986,Last Resort,4.0
57683,1997,The Maker,5.1
163523,1988,14 Going on 30,5.0
82401,1999,Can of Worms,5.2
214216,1989,Babycakes,4.0
46836,1986,Willy/Milly,6.0
296095,2014,Little White Lie,5.3
70349,1978,Beauty and the Beast,7.8
276906,2014,Apartment Troubles,5.4
300690,2015,Lily & Kat,4.4
257214,2014,Loaded,4.0
88338,1984,Running Hot,6.5
49497,1990,Camp Cucamonga,4.7
169379,1985,My American Cousin,4.7
142216,1983,Quarterback Princess,5.3
117509,1986,Wimps,5.0
46578,1979,Cheerleaders' Wild Weekend,2.7
62545,2002,Casomai,6.0
177354,2012,Stud Life,5.0
27200,1976,Sherlock Holmes in New York,6.0
12601,2003,Garden of Love,3.8
151123,2010,The Village,0.0
263109,2015,Shaun the Sheep Movie,6.9
244539,2014,Infinitely Polar Bear,6.9
62678,2006,Bastards,6.1
26447,1985,3:15,6.0
192452,1989,Hot Times at Montclair High,6.0
14630,1981,Puberty Blues,5.4
81457,1987,Computer Beach Party,3.0
58507,1986,The Check Is in the Mail...,7.0
98103,1989,Summer Job,4.3
57308,1985,P.R.O.F.S,6.6
46830,1985,Poison Ivy,5.4
101968,2011,An Insignificant Harvey,6.3
16217,1990,The Big Steal,6.0
15029,1986,The Whoopee Boys,0.0
117510,1984,Preppies,0.0
151370,1988,Crash Course,5.0
54803,1982,The Beach Girls,5.2
210777,1980,Tell Me a Riddle,0.0
117512,1982,Goin' All the Way!,3.5
134308,1996,The Bermuda Triangle,6.2
58219,2011,The Ages of Love,5.2
308504,2015,Last Knights,6.2
83706,2012,The Viral Factor,5.6
40817,2010,Kiss Me Again,5.3
92038,2011,Penny Pinchers,7.3
72024,2010,Boobs: An American Obsession,0.0
321640,2015,The Jinx: The Life and Deaths of Robert Durst,8.6
296029,2014,Matt Shepard Is a Friend of Mine,8.2
30723,1985,Cavegirl,4.8
85598,1985,Streetwalkin',7.0
190913,1985,Screen Test,0.0
321528,2015,Batman vs. Robin,6.8
85948,1982,Liar's Moon,4.8
268523,2014,Nice and Easy,6.9
228692,2013,Cheatin',8.2
58411,1973,Cannibal Girls,3.8
251489,1990,Dream Trap,0.0
38923,1983,High School U.S.A.,6.0
30467,1991,Virgin High,6.0
93935,1985,Hot Resort,3.0
87817,2012,What's New About Love?,5.0
38981,1985,Seven Minutes in Heaven,6.6
251419,1988,Senior Week,3.0
305310,2014,Mr. Civil Rights: Thurgood Marshall and the NAACP,0.0
151141,1981,Malibu Hot Summer,2.7
181801,1988,Hot Splash,4.0
31448,1988,The Invisible Kid,5.6
51743,1986,Stewardess School,4.2
134153,1987,Pretty Smart,0.0
29631,1985,The Big Bet,5.0
90888,1989,Monster High,6.2
304357,2015,Woman in Gold,7.3
29611,1983,Sole Survivor,7.3
283703,2014,The Postman's White Nights,7.4
159479,1994,"Ryaba, My Chicken",4.3
50220,2004,The Seat Filler,4.8
248808,2013,Crisis Hotline: Veterans Press 1,8.0
33370,2006,Done the Impossible,6.8
328763,2014,Echoes,4.2
11677,1995,Stadtgespräch,6.2
10146,1985,Men...,7.1
320996,2015,Iliza Shlesinger: Freezing Hot,6.9
301304,2014,Doug Benson: Doug Dynasty,1.0
269148,2014,Samba,6.4
18506,2005,Once Upon A Mattress,5.2
231401,2013,The Sound of Music Live!,5.9
13584,2004,Bill Bailey: Part Troll,7.4
158455,2013,An Afghan Love Story,6.5
111149,1975,Rafferty and the Gold Dust Twins,8.0
276902,2014,Cut Bank,5.4
284189,2013,Les mauvaises têtes,8.0
51883,2003,Toutes les Filles sont Folles,5.5
9803,2004,Seven Dwarfs,5.2
332356,2015,Killing Jesus,4.0
156329,1931,The Mad Genius,6.7
41422,2003,Water's Edge,5.0
79908,2004,Outing Riley,4.8
36808,1984,Hollywood Hot Tubs,4.0
40600,1984,Hot Moves,5.0
119592,1986,Nightmare Weekend,1.5
