id,production_countries
50032,GB
79255,GB
72951,US
262340,"IE, GB"
118887,"GB, US"
43387,US
278878,US
174352,
226486,US
15419,IN
139406,US
219823,
264723,
64246,JP
242224,"CA, AU"
28440,"ES, US"
279661,
29126,US
99647,JP
108636,
114838,US
267999,"HU, SE, DE"
244786,US
213635,
210577,US
48375,
92323,
152790,US
250766,US
88059,FI
49445,
250705,
159090,IN
257974,US
184866,US
104528,US
204007,ES
252200,DK
121401,US
86640,"IT, BR"
49104,"PS, IL, DE, FR, US"
119450,US
83721,HK
32053,US
41517,IN
258750,JP
108574,FR
335340,
26823,US
250700,US
123109,US
89873,
129974,US
102668,
169298,US
128437,US
39155,US
211052,GR
109716,US
101281,US
29058,US
80264,US
198453,
84801,US
32143,US
43499,US
184346,US
168426,
224076,"UA, US"
121135,
265349,AU
209920,US
85788,
253235,US
259233,JP
227877,CA
254143,AU
44588,FR
253310,US
40222,"CA, US"
106402,
73250,
206574,DE
71704,US
262267,PH
148243,
225886,US
105789,US
64627,DE
98094,CA
101308,US
65096,
244267,US
30146,JP
79553,KR
238067,US
53482,IT
238636,"FR, US"
146919,US
43257,US
89551,"AU, GB"
214075,US
118340,"GB, US"
132263,GB
63358,US
53870,US
208284,"LU, BE, FR"
242095,US
74294,BR
99324,US
121234,US
145668,US
298158,US
262958,"FR, IE, GB"
200051,US
185460,US
138103,"FR, US"
250551,IN
235984,IN
276935,IN
37737,IN
184315,US
282268,GB
279414,"UA, AU, PL"
79773,"DE, DK"
163710,US
150897,"FR, DE, AT"
44527,"FR, CH"
56329,HK
157849,"GB, US, DE"
47401,US
159667,CA
231576,US
12470,JP
158219,DE
87966,US
38691,US
44405,US
172542,
46853,"IT, DE"
156713,
114577,US
34469,"NL, US, DE, IT"
70005,US
168031,US
44752,US
113091,US
136616,DE
29313,ES
191293,DK
162372,
215848,ES
109913,US
108003,GB
50916,US
54013,"IT, US"
25722,
40990,"GB, CA"
21393,SE
215962,IE
31896,US
70476,
26566,CA
60106,FR
35837,"AR, MX"
82120,FR
27906,US
244536,US
242088,GB
60316,"CZ, GB"
199977,FR
238603,US
149893,"DE, NO"
57331,"FR, BE, DE"
80705,DE
169760,"AU, EC, PF, NL, AN, PA, ZA, US"
262904,
161056,FI
164419,"FI, DE"
243683,US
118953,US
46076,US
63333,US
269100,US
276621,
116495,US
438144,FR
284711,US
53865,US
53425,US
27270,US
204213,
92848,US
63334,
244566,US
7983,DE
69325,US
50372,
209269,"AU, US"
157845,AU
261813,
4992,"MX, US"
44155,FR
239566,US
192143,
217316,US
242454,KR
167948,CA
212849,US
38730,US
229297,"GB, US"
61991,FR
61050,US
36964,US
60287,GB
78075,
139997,US
265169,"TR, FR, DE"
159160,
53576,
252822,"DK, NO, SE"
253306,NZ
94196,"BE, FR"
64934,FR
84986,GB
18628,FR
228194,"IN, US, AE"
242643,US
192623,
133786,"US, AR, CN, NP, CA"
117959,
30195,US
151310,US
107891,
193722,JP
67822,"CA, US"
201361,
107828,HK
42676,IT
244610,US
261825,IL
120212,GB
161602,GB
106337,US
47517,"FR, GB, DE"
76757,US
98566,US
273404,CA
296778,AR
254446,CA
56085,US
243935,US
112999,IN
48347,"CA, FR, BE, GB"
137876,AU
227156,US
62045,MX
174337,US
286709,US
53544,US
59701,US
210739,
54487,AU
81543,US
143295,"US, GB"
42825,US
53860,US
193893,US
5800,US
152756,US
240679,DE
124069,
64129,US
30057,US
57868,
42796,US
146428,
25032,RU
37352,US
198436,DK
314285,DK
269650,"JP, US"
124972,US
22937,GB
74767,FR
69225,FR
55225,
292893,US
258805,US
108010,US
56268,FR
242022,"AU, GB"
22555,US
36138,FR
85547,FR
162532,"BF, FR, MR"
178606,BF
56354,US
71320,"CA, US"
81828,
275619,US
43877,JP
112087,US
292294,US
211067,US
212769,KR
189,US
255491,US
272261,US
213417,GB
65210,US
249164,US
33209,
257377,GB
86997,LY
122698,US
358199,
290274,FI
75785,US
123561,
95372,CN
265010,"GB, IE"
157823,US
31937,US
176069,US
85765,GB
82760,SE
44022,US
32142,US
360380,
211065,US
297677,AR
198460,RU
76329,"FR, IT"
209244,US
41810,US
203245,
197696,US
221902,"IT, BE, FR"
257668,FI
29705,GB
60228,TR
259761,SE
56702,US
297167,
288427,US
245184,SK
83310,
98355,US
220289,US
202125,US
262357,
38467,US
174326,US
91207,AU
127812,US
25747,KR
180856,
261101,"MX, ES"
282813,US
124470,US
39398,US
209189,US
273621,US
256274,US
89092,
64973,US
64522,US
285692,"GR, BA, FR, DE, NL, IT"
38462,US
40951,US
47571,US
74950,CH
252956,US
273656,
242090,US
46737,CA
119700,NL
189277,
281468,
135800,
64683,US
88573,"FR, TH"
247182,ES
207780,CA
2692,DE
254775,US
241848,US
187458,
126172,US
250777,US
402857,"CA, US"
94590,US
76846,
242683,US
98250,
198567,IN
174314,
40218,GB
116569,CA
147106,US
56364,
285597,US
117969,US
49503,US
203024,US
201283,US
177335,US
242131,US
118245,US
35568,US
329227,
76047,SE
291162,
285946,US
242475,US
286402,US
57277,US
107146,
52686,JP
124295,RU
47860,FR
238561,"DE, SY"
204922,"FR, SE, GB"
288916,
267539,
199933,US
212530,DE
216859,US
234200,GB
216282,US
283384,"CA, US"
188839,US
192145,"BE, DE, GB, US"
254191,US
244517,US
80853,US
154400,US
80318,US
98116,US
246400,GB
250650,US
288130,
184322,
244772,US
287590,JP
169314,
3171,CA
27740,
117992,US
83188,US
121975,US
180252,KR
135418,US
88285,AU
27286,US
71181,CA
2965,US
32109,GB
72472,US
33814,GB
29328,US
16091,US
96600,US
72114,"CA, US"
179799,US
269710,
196325,CN
87151,US
198663,US
136835,US
244506,US
54336,
166643,US
171061,"IT, US"
55222,
13434,US
193827,US
79611,RU
26376,US
109565,"US, IT"
34064,
179519,RO
16986,US
79016,DE
343693,DE
248504,US
270302,GB
169917,US
223632,"NO, US, EC, DE"
282296,"FR, GB, US"
95966,US
261855,US
358724,US
261770,US
265832,US
244264,US
60859,"FR, IT"
124019,
85633,
215935,"BE, DE, IL"
245859,GB
264767,US
285026,
29835,US
276843,GB
26750,US
154653,SU
32891,FR
279967,US
211879,EE
265189,"NO, SE, FR"
13914,
2195,DE
12523,
8948,DE
84857,DE
117464,DE
19996,US
237202,NZ
127105,US
94069,
42553,US
111479,US
182799,US
67493,US
264656,"FR, US"
68004,"HK, US"
230779,"MX, US"
127798,US
87621,US
54561,IT
38654,GB
257451,CA
103701,"FR, PT"
116352,FR
69559,FR
251981,JP
254904,"GB, US"
18374,KR
42648,US
42493,US
157825,"US, FR"
116351,FR
17200,US
52314,US
282041,"AU, IL, GB, US"
198182,
292483,US
284427,"DE, KR"
222461,RO
287877,IR
60828,US
64835,"FR, IT, CH"
270668,DK
170687,US
149871,JP
37702,HK
241261,US
174324,
219054,"FR, PT, US"
199415,PR
27212,US
110887,US
84540,US
205004,US
69328,FR
116350,FR
47703,RU
20372,NO
102913,NO
102024,
209440,"MX, FR, ES"
239678,US
93115,US
179822,US
53042,PT
230295,SE
295507,US
15916,JP
140481,
142375,
123742,FR
267480,"DK, FI, FR, DE, ID, IL, NL, NO, GB, US"
15478,GB
57812,US
126141,FR
157424,US
190859,US
263855,"US, TR"
246403,US
42416,IT
37630,CZ
254375,"GB, ZA, DE, CA"
210911,HK
65485,"FR, IT"
58509,IT
250666,US
42581,US
43259,US
140513,JP
271397,"NL, UA"
215928,"AU, US"
253312,US
149509,"CA, US"
250546,US
158997,US
8445,SE
86493,CH
26730,US
44445,US
104378,US
22758,"US, IT"
28690,"ES, IT"
43749,"CA, RO"
151368,"FR, US, ES"
244534,US
286554,US
91878,IT
56386,IT
50079,US
52315,"CA, CZ"
26615,HK
84062,US
234284,JP
49017,US
88375,US
98069,
38455,US
33386,US
1285,ES
227300,US
107034,
83613,"ZA, US"
108933,
63360,US
118257,"FR, DE, US"
169250,HR
262543,ES
241254,US
152745,US
100341,
227707,"BE, GB, ES"
25148,US
28044,US
33691,CA
27371,CA
109364,
107928,IT
131887,GB
38084,US
43922,US
156360,US
75710,IT
39958,
73818,CA
47525,US
25450,US
244761,CA
251852,US
153532,
188598,SG
206487,AU
204436,"BE, FR"
8063,"IT, RU"
249719,
293271,"FR, FI"
206284,US
53187,US
254611,
297263,CA
125607,
53222,
46247,US
79818,
81246,
52318,"US, ES"
271007,US
21394,SE
26111,SE
108798,JP
146381,ES
108648,
273641,US
54113,
169883,US
34658,HK
62967,ES
48585,AU
110073,
246741,NZ
276496,NZ
282376,"CH, GE, CZ, FR, DE, HU, KZ"
37925,CA
43398,US
261038,US
23996,CA
239571,US
245891,"CA, CN, US"
208869,GB
62655,US
286654,"MY, US, CN"
91322,NZ
38551,JP
205587,US
157829,US
244268,"BR, FR, GR, US"
15377,FR
35847,FR
256,FR
295538,"ES, GB, US, CA"
293205,US
36072,JP
228150,"GB, US, CN"
298317,US
266285,"DK, GB, ZA, SE, BE"
75007,
215211,"BE, FR, IT, CH, US"
224282,"PK, US"
239563,US
250989,DE
215379,"ZA, US, IE"
16049,
252102,"US, IS"
203186,US
126323,US
33387,US
38457,US
33388,US
33389,US
33392,US
147923,
62692,
438012,FI
115232,RU
275318,US
156597,CA
54557,US
28302,US
38458,US
33393,US
33394,US
38461,US
38463,US
38454,US
81707,US
47455,FR
74276,US
259442,
22072,CA
36323,DK
204762,FR
28437,US
124124,US
218778,US
267333,US
267336,US
284785,GB
35017,US
117869,
218043,US
47454,FR
326038,RU
76207,"IT, FR"
115214,CA
245844,"NL, NO"
118658,BA
292445,CH
224946,US
74790,
285025,DE
253292,
161426,US
265016,CA
91237,KR
127862,CA
61138,US
289727,US
258193,US
39262,GB
31275,US
142946,US
39263,
299203,US
2813,FR
242512,"JP, US"
273997,AU
250578,"GB, US"
274127,"CA, FR"
15021,ES
46314,DK
54445,US
242582,US
252457,"GB, RU"
152736,US
3937,
129943,IR
94513,IR
129945,
41097,"HU, US, DE"
51576,
36523,"DE, HU, US"
177572,US
27501,US
298538,US
49706,HK
236735,ES
241742,US
31446,GB
31024,GB
115549,US
228326,"MX, US"
200727,"GB, US"
217923,"CN, HK"
69017,US
304850,US
225044,US
273271,US
143516,US
203912,GB
17278,US
268735,GB
169066,US
149087,FR
72270,
22599,US
81424,CA
48504,CA
173491,US
264660,GB
284306,"NL, FI"
41558,NZ
40081,
159304,CA
48488,CA
207752,US
27805,AU
102851,
41023,US
32069,GB
190173,US
12314,DE
52996,GB
253254,"GB, US"
208286,US
212846,US
257874,US
38890,US
84944,FI
71098,US
87060,GB
63140,
268272,
3576,US
413669,US
234862,"LU, FR"
245700,GB
224414,US
251232,"DK, US"
278772,US
38456,US
33708,US
21250,US
37193,GB
83228,"PT, FR"
83226,PT
180305,US
92401,GB
77887,US
116440,US
82424,US
98622,
89888,US
17082,HK
273510,
103081,
141950,"FR, DE"
93407,US
122843,GB
52475,DE
14575,GB
58626,US
20270,US
157058,US
41244,HK
27310,US
55069,
151933,US
260063,ZA
230731,NO
14830,US
77499,US
264646,US
275287,US
42313,US
12450,"DE, US"
61495,"FI, HU"
19164,US
19165,US
17337,
31473,US
27653,US
196830,"CA, GB"
57483,
42903,"US, DE"
79365,US
171581,US
56212,RU
20994,RU
199575,AU
178446,DE
17108,HK
280795,IN
123366,"BE, FR, NL"
97414,GB
34995,"US, MX"
72977,US
67669,CA
188102,CA
41497,CA
244563,US
99819,ES
256311,DE
130747,DE
42542,CA
159140,US
103686,"AT, FR, DE"
56481,SE
42757,"FR, DK, SE"
177865,"DK, SE"
86616,US
101307,US
138754,SE
68197,"US, CA"
166560,US
222731,US
297265,GB
54625,US
25754,US
25752,US
25751,US
70575,US
25753,CA
45181,CL
4956,FR
55596,
149023,US
71114,"AR, ES"
64679,"DE, US"
15460,FR
39213,
74974,US
32079,US
119213,US
131475,CA
59996,
144471,US
158426,FR
41035,"GB, US"
39239,
26298,"FR, JO"
61415,FR
65612,"FR, CH"
53412,US
53406,US
53387,
244838,PT
244836,PT
154188,PT
253959,PT
199336,
293028,AU
256679,GB
12076,NO
55472,US
51649,US
25896,US
172008,GB
201847,CA
250608,US
69204,US
289314,US
265180,RU
147533,KR
216156,"IT, GB"
140979,US
57563,FR
87492,US
80680,US
68715,JP
122047,US
44092,"CN, TW, HK"
31418,RU
63069,GB
53853,US
196802,US
112501,JP
31879,US
106635,US
81113,US
97193,US
43863,US
199534,AU
95874,US
82239,US
90523,GB
14459,AU
41234,US
87925,GB
57749,AU
185567,"ZA, FR"
140276,US
27341,GB
77951,"AU, IN, GB, US"
52010,GB
75258,"IN, US"
25475,"IN, US"
50114,
99785,RU
41545,RU
41842,"FR, RU"
59101,US
85518,US
292498,US
63787,
71034,
91580,US
50119,
17699,"TH, US, SG"
14666,US
61856,US
36597,
105528,US
57573,US
160019,US
134688,US
15501,US
18434,US
16080,US
232866,BO
89602,US
74295,FI
101330,"FR, CH"
109809,"US, PL, RU"
59838,US
2089,US
290729,US
293633,US
152943,
290542,US
35917,US
52364,US
57738,
24091,AU
183662,US
72103,US
20362,US
173761,"US, MX"
25391,US
64160,US
64161,
64372,US
31775,US
255476,US
253899,"US, CA, ZA"
38470,US
125257,JP
207933,US
49585,RU
36407,PL
136743,"MK, CZ, US"
238203,JP
107413,JP
205819,"PL, HU, RO"
238628,"EE, GE"
260001,US
286817,US
57875,JP
256092,"AU, CA"
198225,JP
248870,US
183108,
61525,US
156317,US
145762,CU
299313,US
148326,
222772,"AR, BR"
25553,"GB, US"
107682,HK
180427,US
209271,US
195068,US
52989,"IT, CH, DE, LU"
33570,"CA, US"
172226,US
91343,US
40661,US
188066,US
156356,US
230743,CA
85910,US
290862,
199851,AR
112735,
96239,PH
128154,"IL, US"
180147,MX
227094,"ES, CA"
244801,AU
141152,MX
25353,FR
193223,US
272692,US
79723,NL
50400,"BG, HU, MK, SE, GB"
258070,DE
76424,ZA
68097,US
264309,US
2516,GB
251260,US
87799,RU
203793,RU
226948,"CA, US"
249266,US
130813,
35632,"ZA, NA, DE"
44888,US
11813,IT
43453,US
194393,US
99258,US
29032,US
280134,US
28668,US
56154,US
108852,US
154515,US
43193,US
70512,IT
73103,
38471,US
73997,US
27105,US
30302,US
45256,US
57789,US
61233,US
257093,US
263915,DE
167581,DE
258358,US
30855,GB
241842,NO
32182,US
109500,
16432,"HU, GB"
20053,"CA, DE"
47553,US
90652,DE
28768,"ES, FR"
85162,US
78522,US
65214,CA
64075,US
38460,US
56929,US
40644,JP
103236,IN
85651,
34623,US
130474,GB
37133,RU
18122,RU
240510,DE
84111,TW
82450,SE
103972,"DK, SE"
207263,GB
37128,RU
15476,US
69065,GB
77067,US
117007,
20342,"HK, TW"
98344,TW
273922,US
91316,
34650,US
11115,US
42734,US
62804,US
22515,
209367,US
25646,
202744,GB
16639,"DK, SE, NO"
104329,US
73091,US
291155,"GB, US, AU"
164251,"CZ, FR, US"
88486,IT
197489,"GB, US"
59159,GB
84352,GB
205596,GB
171274,US
287495,DE
14808,CN
34182,CN
262551,FR
38125,GB
28778,GB
30972,GB
83519,GB
244403,US
58760,GB
81347,FI
131631,US
48135,GB
28019,US
41077,HU
36132,"DK, SE"
28967,HU
270403,"DE, IL, FR"
222649,US
294959,US
273334,
295315,US
58433,
288281,US
237791,BR
140222,US
188538,US
186161,"FR, PT"
56178,FR
77412,US
121020,US
33001,US
20675,US
43075,US
114302,US
147441,"ES, GB, US"
46217,"CA, ZA, DE"
60479,"DE, HR"
206563,"BR, GB"
39298,IL
265195,"AR, ES"
17234,JP
298077,IS
157305,GB
212167,JP
250657,US
55152,GB
58700,KR
78399,FR
143451,IT
183111,
183113,
183119,
90978,US
52853,US
72638,US
232100,US
49431,US
9742,DE
17009,US
167963,ES
57106,FR
165477,GB
143453,
244001,
203179,US
183127,
202573,SE
162406,JP
162437,JP
21811,CA
162442,JP
162435,
86532,
55538,US
22585,US
203766,
100042,US
233423,CA
30449,"ES, IE, IT"
128606,US
206821,US
55308,US
289575,"GB, US"
284246,"DK, US, DE"
103528,US
79544,GB
79475,US
258086,US
184061,US
261037,US
301566,
38459,US
80920,US
256913,FR
14524,GB
15741,"FR, IE"
114750,US
13617,NO
17893,ES
40074,MX
17808,"CN, HK, SG"
209361,GB
15199,US
14142,US
14539,"CN, HK"
214096,US
22609,IN
43768,"FR, IR"
288691,
157380,"QA, US, JO"
128142,"NL, GB"
190870,"FR, LU, BE"
285843,CA
211411,
248211,IN
139930,
166627,
268174,US
157045,
266856,GB
272602,US
182349,
149940,
13646,BE
56152,US
66707,US
64928,US
282848,GB
227735,US
158439,US
69060,MX
100416,US
200044,GB
232679,US
192558,IN
193726,"US, NZ, CA, IL, JP"
228813,
102410,
20789,US
17175,US
40925,US
7267,"BE, NL"
15149,DK
204768,FR
201759,FR
202215,FR
283726,FR
289153,FR
15011,GB
295087,FR
13835,CA
140818,NO
18940,FR
14866,US
45127,"ES, GB, FR, US, DE"
17780,HU
19222,US
17143,DE
36683,"JP, TH"
15542,US
18232,CN
263614,"CD, CG, GB"
23515,US
10258,US
32080,US
267806,US
159153,US
72933,JP
250833,"FI, FR, BT"
136459,DE
48186,"US, CA"
29596,GB
98404,US
191037,CA
17963,US
253256,US
254194,US
151679,US
242828,JP
241868,JP
119892,CN
110416,"BE, DK, FR, IE, LU"
304023,JP
252391,JP
142507,AU
155890,FR
137769,"BE, FI"
241771,US
54658,"IT, US"
90816,"IT, ES, US"
40383,IT
159121,FR
205775,US
55317,FR
66129,FR
45368,FR
105001,"CN, HK"
228445,
80957,CA
33838,
114324,
141868,US
101135,US
214081,"BE, FR"
24047,
77348,
81244,US
50291,US
230846,IN
87235,
22460,IN
221240,
303623,US
148430,RU
80787,GB
251736,"GR, US"
99977,
61644,US
79151,HK
100292,
52444,KR
135397,US
215032,CA
293310,"DE, US"
117678,
129966,FR
198130,FR
46473,FR
21861,FR
170522,"FR, US"
78646,SE
297608,US
73452,
158967,US
250643,US
294600,
41608,IT
42332,US
294538,CA
63484,JP
45167,"ZA, KE"
9510,DE
13610,"CA, US"
184992,IT
254435,BR
43212,KR
16877,GB
227159,US
83451,"US, DE"
139715,US
34651,US
29060,US
50571,
17925,"DE, FR, IL"
44131,
136525,US
68340,GB
68337,GB
68242,GB
89059,US
237796,"ES, FR, DE"
40102,US
143092,US
109441,US
84742,US
88107,
180607,
164073,US
19273,US
27996,
183190,US
35801,
235679,US
10473,US
34652,US
46302,US
21791,US
66018,"CN, HK"
120785,US
43343,US
72892,RU
94201,US
102629,US
58058,FR
140814,US
19554,US
37641,US
45120,US
33111,US
133831,US
63273,US
22124,HK
161422,US
121250,US
116385,US
81182,GB
121992,US
6110,"DE, GB, US"
96433,US
238589,"GB, US"
171594,
76815,US
71316,US
155130,GB
238185,
31462,US
167935,UY
78327,US
81110,US
211247,KR
27446,US
134355,"FR, US"
111750,US
81038,US
146946,US
219343,IN
38636,US
254582,FR
163068,US
49467,PL
25518,"AU, FR"
270946,US
238222,
75364,"CH, FR"
267355,
299618,US
253331,US
268386,
296136,
252178,GB
259610,GB
256917,"AU, US"
39849,
173912,FR
75491,FR
278086,
284293,US
40192,FR
300441,US
116149,GB
204965,DE
135714,US
203834,US
294254,US
159100,US
302496,US
147778,"IE, US"
99922,US
28526,SE
89280,GB
193411,US
93114,DE
284995,US
307087,
150338,US
212843,CA
79218,US
105770,BE
169860,
306650,GB
35856,"FR, DE, IL"
265449,US
92459,GB
137357,GB
100257,GB
43450,GB
157283,GB
80031,GB
181876,
27917,GB
69784,US
123432,US
27884,US
64851,
28909,GB
68339,GB
252721,GB
40953,US
191186,"MX, US"
27261,
185546,GB
171075,GB
82966,FR
118337,GB
244458,"DE, US"
20886,RU
185057,
67869,RU
139169,RU
131194,GB
230836,US
139380,
41272,"FR, AR"
84154,US
276922,
303742,
257296,
136476,US
257442,GB
96846,US
240820,
289416,CA
99879,"CH, FR, DE"
70966,RU
20077,US
171308,GB
86236,US
11616,"IT, US"
170582,
266108,GB
163870,JP
250798,
277846,
282297,US
123581,US
253295,US
262088,AU
189133,US
146916,US
198171,
173805,
38986,US
74092,KR
307114,GB
306963,SE
246860,"DE, FR, CH"
297596,"BS, US"
100110,US
210908,US
47259,GB
262840,CA
42057,GB
207774,GB
193040,GB
82469,"TH, KR"
52009,NO
169310,
123107,US
181009,"HK, CN"
68590,HK
58200,US
57387,FR
2139,"HK, US"
151730,
171357,US
17135,US
44503,US
308792,US
63194,GB
46760,BS
134375,"US, CA"
37176,RU
100270,ES
270005,US
110552,TH
136278,GB
86305,CA
17792,"CA, US"
74035,
110402,RU
255940,
14228,US
39195,US
78247,
188832,GB
305276,US
190000,DE
245916,US
183412,US
241448,FI
4683,FR
96011,
150108,"SU, IN"
48443,US
39928,ES
116762,IL
55322,US
65275,
252511,JP
158483,JP
23076,"IT, ES"
99261,IT
46570,IT
124207,IT
89652,IT
42438,IT
99361,
96477,
74018,US
55689,IT
104866,IT
3541,"ES, IT"
74417,IT
15261,US
241953,
58702,IT
128555,"IT, DE"
42499,IT
56971,IT
106970,IT
42441,IT
38366,IT
121510,
105398,"GR, IT"
28844,IT
118802,
145677,IT
260893,
105906,
268662,
48935,IT
78566,
101231,IT
285423,US
253272,AU
215016,US
69040,US
84425,"PA, IT, CA"
104398,
247437,CA
145337,CA
289728,US
214086,US
43441,US
212950,US
58414,
74071,"ES, IT"
122917,"NZ, US"
40456,GB
273895,"GB, US"
227306,US
246080,"GB, US, RU"
225499,US
305127,US
40130,"DE, IT"
60041,GB
112054,IT
18450,"FR, IT"
93142,IT
96132,"US, IT, FR"
29482,IT
102949,"IT, ES"
105078,IT
98273,"DE, IT, FR"
63260,"IT, ES"
56431,"ES, IT"
283281,"FR, IT"
103678,"IT, ES"
250538,US
308165,"AT, IN"
266782,US
298445,US
240982,
241574,US
118134,US
304336,US
146121,US
15603,AU
22285,DK
83007,"US, IT, ES"
32624,US
76750,GB
29293,US
67314,"BE, FR"
42710,US
228634,GB
128264,
74681,
277547,US
30545,GB
29542,US
9940,US
118751,JP
23523,
24388,
39885,JP
47057,US
65456,US
47491,US
121620,
72153,GB
27739,US
144114,
106685,FR
136106,US
60629,US
137347,"IT, PL, RO, US"
219043,ES
295144,GB
20000,US
28652,US
295698,US
292191,US
172391,ZA
252171,US
30174,CA
280218,CA
182528,"BE, NL"
20147,US
34505,GB
26366,US
32916,US
265177,CA
241239,"AE, US"
228970,US
59940,CA
68750,CA
24486,"GB, US"
28791,US
15056,US
2699,"CA, US"
253290,US
174678,
284296,US
308571,US
311021,US
246213,CA
127817,
210126,CA
246648,
132038,CA
148176,
94818,US
162755,
223243,CA
51406,CA
214948,
218658,CA
211017,CA
128679,CA
215061,
255496,
40210,GB
266044,"DE, AT, LU"
190469,"LT, GB"
294308,US
292063,US
61086,
87093,"CA, US"
205349,
224141,US
285532,
61925,IT
52914,IT
255906,IT
50758,IT
52913,IT
52238,IT
165159,IT
62715,IT
127760,IT
62725,
46001,IT
58083,IT
52113,IT
11613,IT
53342,
9807,IT
82083,
17681,US
243684,US
35069,
257561,
257563,CA
171846,"ID, JP"
125150,ES
106196,ES
24179,"IT, DE"
312497,"CA, US"
228967,US
177043,US
207703,"GB, US"
242555,"CA, US"
85336,BE
40387,GB
191489,
181533,"GB, US"
293380,US
174309,
59169,
125154,ES
122348,
51239,CA
222216,CN
34515,US
180951,GB
46127,US
19444,GB
42309,CA
267863,GB
67753,FR
132936,US
81116,US
274985,
212503,DE
142119,US
261820,US
120605,US
307113,
259018,US
175555,US
277368,FR
145162,GB
13759,CA
129062,"IT, ES, DE"
241432,
44936,US
18755,CA
53527,
90932,US
182099,CA
141058,GB
110323,FR
51090,"FR, BE"
14669,US
212606,"NO, IE, SE"
60119,
215538,US
65821,GB
52622,FR
51017,US
26540,US
81393,
62836,"CA, US"
302118,DE
33582,US
145186,US
158828,IL
243856,US
32113,GB
21240,GB
38503,CA
94674,"BE, NL"
71841,
131944,US
280495,US
18969,US
168885,
123868,US
88253,
197647,GB
51416,US
30102,US
168408,"US, IT"
36294,US
11612,"IT, ES"
114285,AR
82676,
52228,US
225898,US
63727,ES
149600,
40474,"IT, ES"
199155,US
131903,
92286,US
250114,US
280000,AU
47365,FI
68737,"CN, CA, US, GB"
64264,RU
149170,RU
91261,"SU, RU"
19338,US
37529,US
266080,US
214761,"ES, AR"
55553,
278334,ZA
176079,
73661,US
136741,KZ
78093,US
33990,US
159211,IT
57008,
101791,GB
99194,
82492,US
16825,"ES, IT"
240906,US
16412,"CA, US"
115084,US
298533,
41897,IT
280509,GB
79376,FR
43281,FR
84193,US
99946,US
201018,FR
241804,US
18948,US
43968,US
39342,US
86209,US
211085,CA
21176,
144595,NL
25797,NL
28535,CA
129579,"IT, ES"
121342,IT
58080,IT
105860,IT
75754,IT
80067,IT
19946,IT
39973,IT
27905,IT
67180,
67219,IT
43548,IT
64666,"FR, IT"
197335,
82341,IT
67221,IT
84729,
275239,IT
48805,IT
272165,
101125,
75136,GB
75137,GB
75138,GB
69787,GB
153936,
151068,RU
300706,US
64998,
227359,US
208637,IN
286532,US
271185,US
63340,
70984,US
13383,MX
96921,FR
111022,US
85654,US
30305,TH
190165,GB
15888,"GR, GB"
33730,US
135047,US
266031,"AR, NL, DK, FR, MX, US, DE, BR"
287486,FI
287301,FI
289183,FI
137614,
300487,FI
293491,"FI, SE"
239498,
82967,CA
248833,
92321,JP
196867,US
28532,"FR, IT"
297222,IN
126927,GB
201076,
283712,
224903,
296626,US
42996,US
130064,
64091,US
84100,US
48854,FR
116977,US
81878,GB
27399,US
17806,"DE, US"
65186,GB
95060,US
272663,US
72474,US
51175,US
106821,US
124115,US
29365,US
98010,US
42706,US
29628,US
276918,
186845,US
252529,"ES, GB"
173732,BR
31821,
288581,"LV, US"
307127,
43635,JP
266040,FR
153854,US
251959,BR
253065,KR
125891,SE
46616,US
244049,IN
149854,
21605,GB
22058,US
28763,GB
135832,"IE, FR, DE"
75298,RU
19365,US
157674,"PL, US, GB"
209293,CA
59439,US
276908,US
42811,US
240881,US
274478,
56539,US
106136,US
49391,GB
162059,US
16365,"CA, US"
152986,US
142012,US
54165,FR
105404,US
16460,US
26728,
19993,US
133704,US
28630,US
37238,US
31609,US
94568,US
50392,"IT, ZA, ES, GB"
159638,US
303542,"FR, IT"
17825,FR
198184,"MX, ZA, US"
130925,US
141423,US
256835,US
241930,US
265297,"IT, FR, BR"
42012,"HK, US"
81586,
128946,SE
42759,"GB, DE, FR, ES, IT"
39485,
36339,GB
252746,
73027,GB
190474,"GB, ZA"
121611,US
268536,
253454,JP
232175,US
18682,US
95997,
117942,US
61038,US
33709,US
130452,US
69878,
111317,US
150247,US
222370,
127150,
148777,US
207871,US
209686,
285700,RU
226227,"US, AR"
199291,
125034,
121727,
260346,"FR, US"
201088,US
188984,US
147903,US
259912,"GB, HR"
197737,US
213603,US
144610,HK
36463,US
315360,SE
72240,US
126644,RU
73198,
71886,
127808,
315057,FI
315044,FI
216736,
38898,PL
193348,PL
278329,
26700,"FR, ES"
294652,"AU, CA, GB"
284793,
115132,
38267,GB
66969,FR
92251,"IT, FR"
48714,US
48717,US
87101,US
71456,US
118943,US
26621,US
86705,US
66965,"FR, IT"
75874,US
27317,US
92452,US
36575,US
191120,
149362,
78531,
288158,"GB, US, CA"
68352,GB
126432,JP
203534,US
20177,US
62934,US
84209,US
116723,GB
3057,"DE, SK, US"
125458,
199591,US
24023,SE
24026,SE
11752,DE
142563,
157301,US
9755,CA
123634,
8767,FR
43629,GB
187156,GB
241287,
774,FR
163250,US
261207,US
37775,IT
37768,IT
37777,IT
59040,IT
23273,IT
62491,IT
56825,IT
60014,IT
56551,IT
58189,IT
56804,IT
58081,IT
42674,IT
44933,IT
22728,IT
43544,IT
38327,IT
20414,IT
36298,IT
93855,IT
267573,KR
